Caudate Head,"-9.13676  -13.1222  0.469315","<img src='Right_Caudate_Head.axi.jpg'/>","<img src='Right_Caudate_Head.sag.jpg'/>","<img src='Right_Caudate_Head.cor.jpg'/>","https://en.wikipedia.org/wiki/Caudate_nucleus","Redirected from %s to %s

Caudate headCaudate nucleusThe caudate nucleus is one of the structures that make up the dorsal striatum, which is a component of the basal ganglia.  While the caudate nucleus has long been associated with motor processes due to its role in Parkinson's disease, it plays important roles in various other nonmotor functions as well, including procedural learning, associative learning and inhibitory control of action, 

 among other functions. The caudate is also one of the brain structures which compose the reward system and functions as part of the cortico–basal ganglia–thalamic loop."
Caudate,"-12.3196  -5.55194  8.35542","<img src='Right_Caudate.axi.jpg'/>","<img src='Right_Caudate.sag.jpg'/>","<img src='Right_Caudate.cor.jpg'/>","https://en.wikipedia.org/wiki/Caudate_nucleus","The caudate nucleus is one of the structures that make up the dorsal striatum, which is a component of the basal ganglia.  While the caudate nucleus has long been associated with motor processes due to its role in Parkinson's disease, it plays important roles in various other nonmotor functions as well, including procedural learning, associative learning and inhibitory control of action, 

 among other functions. The caudate is also one of the brain structures which compose the reward system and functions as part of the cortico–basal ganglia–thalamic loop."
Caudate Tail,"-27.0763  29.9065  8.92939","<img src='Right_Caudate_Tail.axi.jpg'/>","<img src='Right_Caudate_Tail.sag.jpg'/>","<img src='Right_Caudate_Tail.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Caudate_tail"
Cerebellar Lingual,"-4.48318  44.7363  -12.6584","<img src='Right_Cerebellar_Lingual.axi.jpg'/>","<img src='Right_Cerebellar_Lingual.sag.jpg'/>","<img src='Right_Cerebellar_Lingual.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Cerebellar_lingual"
Cerebellar Tonsil,"-28.615  50.8414  -36.1145","<img src='Right_Cerebellar_Tonsil.axi.jpg'/>","<img src='Right_Cerebellar_Tonsil.sag.jpg'/>","<img src='Right_Cerebellar_Tonsil.cor.jpg'/>","https://en.wikipedia.org/wiki/Cerebellar_tonsil","The cerebellar tonsil is analogous to a rounded lobule on the undersurface of each cerebellar hemisphere, continuous medially with the uvula of the cerebellar vermis and superiorly by the flocculonodular lobe. Synonyms include: tonsilla cerebelli, amygdala cerebelli, the latter of which is not to be confused with the cerebral tonsils or amygdala nuclei located deep within the medial temporal lobes of the cerebral cortex. The flocculonodular lobe of the cerebellum which can also be confused for the cerebellar tonsils, is one of three lobes that make up the overall composition of the cerebellum. The cerebellum consists of three anatomical and functional lobes: anterior lobe, posterior lobe, and flocculonodular lobe.

Elongation of the cerebellar tonsils can, due to pressure, lead to this portion of the cerebellum to slip or be pushed through the foramen magnum of the skull resulting in tonsillar herniation. This is a life-threatening condition as it causes increased pressure on the medulla oblongata which contains respiratory and cardiac control centres."
Cingulate Gyrus,"-10.194  10.6627  34.2704","<img src='Right_Cingulate_Gyrus.axi.jpg'/>","<img src='Right_Cingulate_Gyrus.sag.jpg'/>","<img src='Right_Cingulate_Gyrus.cor.jpg'/>","https://en.wikipedia.org/wiki/Cingulate_cortex","Redirected from %s to %s

Cingulate gyrusCingulate cortexThe cingulate cortex is a part of the brain situated in the medial aspect of the cerebral cortex. The cingulate cortex includes the entire cingulate gyrus, which lies immediately above the corpus callosum, and the continuation of this in the cingulate sulcus. The cingulate cortex is usually considered part of the limbic lobe.

It receives inputs from the thalamus and the neocortex, and projects to the entorhinal cortex via the cingulum. It is an integral part of the limbic system, which is involved with emotion formation and processing, learning, and memory. The combination of these three functions makes the cingulate gyrus highly influential in linking behavioral outcomes to motivation (e.g. a certain action induced a positive emotional response, which results in learning). This role makes the cingulate cortex highly important in disorders such as depression and schizophrenia. It also plays a role in executive function and respiratory control."
Claustrum,"-32.3234  1.31113  5.15265","<img src='Right_Claustrum.axi.jpg'/>","<img src='Right_Claustrum.sag.jpg'/>","<img src='Right_Claustrum.cor.jpg'/>","https://en.wikipedia.org/wiki/Claustrum","The claustrum is a thin, irregular sheet of neurons that is attached to the underside of the neocortex in the center of the brain. It is suspected to be present in the brains of all mammals.

The claustrum in the human brain is a fraction of a millimetre to a few millimetres thick and is a vertical curved sheet of subcortical gray matter oriented sagittally between the white matter tracts of the external capsule and extreme capsule. The claustrum is lateral to the putamen and medial to the insular cortex and is considered by some sources to be part of the basal ganglia.  There are lateral and medial tracts connecting the claustrum to many parts of the cortex and perhaps to the hippocampus, the amygdala, and the caudate nucleus (connections with subcortical centers are a matter of debate).

The claustrum has a uniformity in its types of cells, indicating a uniform type of processing by all claustral neurons. Though organized into modality specific regions, the claustrum contains a great deal of longitudinal connections between its neurons that could serve to synchronize the entire anterior-posterior extent of the claustrum. Francis Crick and Christof Koch have compared the claustrum to the conductor of an orchestra, referring to its regulatory role in consciousness and cognition. The different parts of the cortex must play in harmony or else the result is a cacophony of sounds. The claustrum may be involved in widespread coordination of the cerebral cortex, using synchronization to achieve a seamless timescale between both the two cortical hemispheres and between cortical regions within the same hemisphere, resulting in the seamless quality of conscious experience."
Culmen of Vermis,"-2.72427  62.5588  -2.46691","<img src='Right_Culmen_of_Vermis.axi.jpg'/>","<img src='Right_Culmen_of_Vermis.sag.jpg'/>","<img src='Right_Culmen_of_Vermis.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Culmen_of_vermis"
Culmen,"-20.333  46.5803  -16.0988","<img src='Right_Culmen.axi.jpg'/>","<img src='Right_Culmen.sag.jpg'/>","<img src='Right_Culmen.cor.jpg'/>","https://en.wikipedia.org/wiki/Culmen","A culmen is a top, a summit or a culminating point. It may also refer to:



Culmen (bird), the upper ridge of a bird's beak

Culmen (cerebellum), a structure in the brain"
Cuneus,"-13.7312  83.4493  17.9906","<img src='Right_Cuneus.axi.jpg'/>","<img src='Right_Cuneus.sag.jpg'/>","<img src='Right_Cuneus.cor.jpg'/>","https://en.wikipedia.org/wiki/Cuneus","The cuneus (Latin for \"wedge\"; plural, cunei) is a smaller lobe in the occipital lobe of the brain. The cuneus is bounded anteriorly by the parieto-occipital sulcus, inferiorly by the calcarine sulcus. 

The cuneus (Brodmann area 17) receives visual information from the same-sided superior quandrantic retina (corresponding to contralateral inferior visual field). It is most known for its involvement in basic visual processing. Pyramidal cells in the visual cortex (or striate cortex) of the cuneus, project to extrastriate cortices (BA 18,19). The mid-level visual processing that occurs in the extrastriate projection fields of the cuneus are modulated by extraretinal effects, like attention, working memory, and reward expectation.

In addition to its traditional role as a site for basic visual processing, gray matter volume in the cuneus is associated with better inhibitory control in bipolar depression patients. Pathologic gamblers have higher activity in the dorsal visual processing stream including the cuneus relative to controls."
Declive of Vermis,"-1.83642  71.8025  -16.4383","<img src='Right_Declive_of_Vermis.axi.jpg'/>","<img src='Right_Declive_of_Vermis.sag.jpg'/>","<img src='Right_Declive_of_Vermis.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Declive_of_vermis"
Declive,"-25.5773  69.3883  -17.3432","<img src='Right_Declive.axi.jpg'/>","<img src='Right_Declive.sag.jpg'/>","<img src='Right_Declive.cor.jpg'/>","https://en.wikipedia.org/wiki/Cerebellum","Redirected from %s to %s

DecliveCerebellumThe cerebellum (Latin for \"little brain\") is a major feature of the hindbrain of all vertebrates.  Although usually smaller than the cerebrum, in some animals such as the mormyrid fishes it may be as large as or even larger. In humans, the cerebellum plays an important role in motor control. It may also be involved in some cognitive functions such as attention and language as well as in regulating fear and pleasure responses, but its movement-related functions are the most solidly established. The human cerebellum does not initiate movement, but contributes to coordination, precision, and accurate timing: it receives input from sensory systems of the spinal cord and from other parts of the brain, and integrates these inputs to fine-tune motor activity. Cerebellar damage produces disorders in fine movement, equilibrium, posture, and motor learning in humans.Anatomically, the human cerebellum has the appearance of a separate structure attached to the bottom of the brain, tucked underneath the cerebral hemispheres. Its cortical surface is covered with finely spaced parallel grooves, in striking contrast to the broad irregular convolutions of the cerebral cortex. These parallel grooves conceal the fact that the cerebellar cortex is actually a continuous thin layer of tissue tightly folded in the style of an accordion. Within this thin layer are several types of neurons with a highly regular arrangement, the most important being Purkinje cells and granule cells. This complex neural organization gives rise to a massive signal-processing capability, but almost all of the output from the cerebellar cortex passes through a set of small deep nuclei lying in the white matter interior of the cerebellum.In addition to its direct role in motor control, the cerebellum is necessary for several types of motor learning, most notably learning to adjust to changes in sensorimotor relationships. Several theoretical models have been developed to explain sensorimotor calibration in terms of synaptic plasticity within the cerebellum. These models derive from those formulated by David Marr and James Albus, based on the observation that each cerebellar Purkinje cell receives two dramatically different types of input: one comprises thousands of weak inputs from the parallel fibers of the granule cells; the other is an extremely strong input from a single climbing fiber. The basic concept of the Marr–Albus theory is that the climbing fiber serves as a \"teaching signal\", which induces a long-lasting change in the strength of parallel fiber inputs. Observations of long-term depression in parallel fiber inputs have provided support for theories of this type, but their validity remains controversial."
Dentate,"-15.0485  54.582  -22.9426","<img src='Right_Dentate.axi.jpg'/>","<img src='Right_Dentate.sag.jpg'/>","<img src='Right_Dentate.cor.jpg'/>","https://en.wikipedia.org/wiki/Dentate","Dentate may refer to:



A species having dentition

An energy-dissipating baffle block in a spillway

An individual not being edentulous

Dentate gyrus of the hippocampus

Dentate nucleus of the cerebellum

Denticity in chemistry

Dentate leaf, a kind of leaf margin"
Fastigium,"-7.66666  53.8667  -20.5","<img src='Right_Fastigium.axi.jpg'/>","<img src='Right_Fastigium.sag.jpg'/>","<img src='Right_Fastigium.cor.jpg'/>","https://en.wikipedia.org/wiki/Fourth_ventricle","Redirected from %s to %s

FastigiumFourth ventricleThe fourth ventricle is one of the four connected fluid-filled cavities within the human brain. These cavities, known collectively as the ventricular system, consist of the left and right lateral ventricles, the third ventricle, and the fourth ventricle. The fourth ventricle extends from the cerebral aqueduct (aqueduct of Sylvius) to the obex, and is filled with cerebrospinal fluid (CSF).

The fourth ventricle has a characteristic diamond shape in cross-sections of the human brain. It is located within the pons or in the upper part of the medulla. CSF entering the fourth ventricle through the cerebral aqueduct can exit to the subarachnoid space of the spinal cord through two lateral apertures and a single, midline median aperture."
Fusiform Gyrus,"-40.5398  47.7907  -15.7199","<img src='Right_Fusiform_Gyrus.axi.jpg'/>","<img src='Right_Fusiform_Gyrus.sag.jpg'/>","<img src='Right_Fusiform_Gyrus.cor.jpg'/>","https://en.wikipedia.org/wiki/Fusiform_gyrus","The fusiform gyrus, also known as the (discontinuous) occipitotemporal gyrus, is part of the temporal lobe and occipital lobe in Brodmann area 37. The fusiform gyrus is located between the lingual gyrus and parahippocampal gyrus above, and the inferior temporal gyrus below. Though the functionality of the fusiform gyrus is not fully understood, it has been linked with various neural pathways related to recognition. Additionally, it has been linked to various neurological phenomena such as synesthesia, dyslexia, and prosopagnosia."
Hippocampus,"-29.9604  23.9006  -8.8357","<img src='Right_Hippocampus.axi.jpg'/>","<img src='Right_Hippocampus.sag.jpg'/>","<img src='Right_Hippocampus.cor.jpg'/>","https://en.wikipedia.org/wiki/Hippocampus","The hippocampus (named after its resemblance to the seahorse, from the Greek ἱππόκαμπος, \"seahorse\" from ἵππος hippos, \"horse\" and κάμπος kampos, \"sea monster\") is  a major component of the brains of humans and other vertebrates. Humans and other mammals have two hippocampi, one in each side of the brain. The hippocampus belongs to the limbic system and plays important roles in the consolidation of information from short-term memory to long-term memory, and in spatial memory that enables navigation. The hippocampus is located under the cerebral cortex (allocortical) and in primates in the medial temporal lobe. It contains two main interlocking parts:  the hippocampus proper (also called Ammon's horn)  and the dentate gyrus.

In Alzheimer's disease (and other forms of dementia), the hippocampus is one of the first regions of the brain to suffer damage; short-term memory loss and disorientation are included among the early symptoms. Damage to the hippocampus can also result from oxygen starvation (hypoxia), encephalitis, or medial temporal lobe epilepsy.  People with extensive, bilateral hippocampal damage may experience anterograde amnesia (the inability to form and retain new memories).

In rodents as model organisms, the hippocampus has been studied extensively as part of a brain system responsible for spatial memory and navigation.  Many neurons in the rat and mouse hippocampus respond as place cells:  that is, they fire bursts of action potentials when the animal passes through a specific part of its environment.  Hippocampal place cells interact extensively with head direction cells, whose activity acts as an inertial compass, and conjecturally with grid cells in the neighboring entorhinal cortex.

Since different neuronal cell types are neatly organized into layers in the hippocampus, it has frequently been used as a model system for studying neurophysiology. The form of neural plasticity known as long-term potentiation (LTP) was first discovered to occur in the hippocampus and has often been studied in this structure. LTP is widely believed to be one of the main neural mechanisms by which memories are stored in the brain."
Hypothalamus,"-5.2  3.6  -7.2","<img src='Right_Hypothalamus.axi.jpg'/>","<img src='Right_Hypothalamus.sag.jpg'/>","<img src='Right_Hypothalamus.cor.jpg'/>","https://en.wikipedia.org/wiki/Hypothalamus","The hypothalamus is a portion of the brain that contains a number of small nuclei with a variety of functions. One of the most important functions of the hypothalamus is to link the nervous system to the endocrine system via the pituitary gland.

The hypothalamus is located below the thalamus and is part of the limbic system.  In the terminology of neuroanatomy, it forms the ventral part of the diencephalon.  All vertebrate brains contain a hypothalamus. In humans, it is the size of an almond.

The hypothalamus is responsible for the regulation of certain metabolic processes and other activities of the autonomic nervous system. It synthesizes and secretes certain neurohormones, called releasing hormones or hypothalamic hormones, and these in turn stimulate or inhibit the secretion of hormones from the pituitary gland.

The hypothalamus controls body temperature, hunger, important aspects of parenting and attachment behaviours, thirst, fatigue, sleep, and circadian rhythms. The hypothalamus derives its name from Greek ὑπό, \"under\" and θάλαμος, thalamus."
Inferior Frontal Gyrus,"-45.1063  -23.6223  2.43547","<img src='Right_Inferior_Frontal_Gyrus.axi.jpg'/>","<img src='Right_Inferior_Frontal_Gyrus.sag.jpg'/>","<img src='Right_Inferior_Frontal_Gyrus.cor.jpg'/>","https://en.wikipedia.org/wiki/Inferior_frontal_gyrus","The inferior frontal gyrus is a part of the frontal gyrus of the frontal lobe (the yellow area of the human brain image to the right). It is labelled gyrus frontalis inferior, its Latin name. In the yellow area, its superior border is the inferior frontal sulcus (which divides it from the gyrus frontalis medius in the yellow area), its inferior border the lateral fissure (which divides it from the gyrus temporalis superior in the green area), and its posterior border is the inferior precentral sulcus (in the yellow area). Above it is the middle frontal gyrus (the gyrus frontalis medius), behind it the precentral gyrus (the gyrus praecentralis), both gyri in the yellow area of the image.The inferior frontal gyrus, like the medial frontal gyrus, middle frontal gyrus and the superior frontal gyrus, is more of a region of the frontal gyrus than a true gyrus."
Inferior Occipital Gyrus,"-35.9568  85.8781  -6.77982","<img src='Right_Inferior_Occipital_Gyrus.axi.jpg'/>","<img src='Right_Inferior_Occipital_Gyrus.sag.jpg'/>","<img src='Right_Inferior_Occipital_Gyrus.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Inferior_occipital_gyrus"
Inferior Parietal Lobule,"-48.542  40.7109  38.6743","<img src='Right_Inferior_Parietal_Lobule.axi.jpg'/>","<img src='Right_Inferior_Parietal_Lobule.sag.jpg'/>","<img src='Right_Inferior_Parietal_Lobule.cor.jpg'/>","https://en.wikipedia.org/wiki/Inferior_parietal_lobule","The inferior parietal lobule (subparietal district) lies below the horizontal portion of the intraparietal sulcus, and behind the lower part of the postcentral sulcus. Also known as Geschwind’s territory after Norman Geschwind, an American neurologist, who in the early 1960s foresaw its importance."
Inferior Semi-Lunar Lobule,"-30.1351  70.8579  -38.2477","<img src='Right_Inferior_Semi-Lunar_Lobule.axi.jpg'/>","<img src='Right_Inferior_Semi-Lunar_Lobule.sag.jpg'/>","<img src='Right_Inferior_Semi-Lunar_Lobule.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Inferior_semi-lunar_lobule"
Inferior Temporal Gyrus,"-52.84  29.608  -18.5032","<img src='Right_Inferior_Temporal_Gyrus.axi.jpg'/>","<img src='Right_Inferior_Temporal_Gyrus.sag.jpg'/>","<img src='Right_Inferior_Temporal_Gyrus.cor.jpg'/>","https://en.wikipedia.org/wiki/Inferior_temporal_gyrus","The inferior temporal gyrus is placed below the middle temporal gyrus, and is connected behind with the inferior occipital gyrus; it also extends around the infero-lateral border on to the inferior surface of the temporal lobe, where it is limited by the inferior sulcus. This region is one of the higher levels of the ventral stream of visual processing, associated with the representation of complex object features, such as global shape.  It may also be involved in face perception, and in the recognition of numbers.The inferior temporal gyrus is the anterior region of the temporal lobe located underneath the central temporal sulcus. The primary function of the occipital temporal gyrus – otherwise referenced as IT cortex – is associated with visual stimuli processing, namely visual object recognition, and has been suggested by recent experimental results as the final location of the ventral cortical visual system. The IT cortex in humans is also known as the Inferior Temporal Gyrus since it has been located to a specific region of the human temporal lobe. The IT processes visual stimuli of objects in our field of vision, and is involved with memory and memory recall to identify that object; it is involved with the processing and perception created by visual stimuli amplified in the V1, V2, V3, and V4 regions of the occipital lobe. This region processes the color and form of the object in the visual field and is responsible for producing the “what” from this visual stimuli, or in other words identifying the object based on the color and form of the object and comparing that processed information to stored memories of objects to identify that object.The IT cortex’s neurological significance is not just its contribution to the processing of visual stimuli in object recognition but also has been found to be a vital area with regards to simple processing of the visual field, difficulties with perceptual tasks and spatial awareness, and the location of unique single cells that possibly explain the IT cortex’s relation to memory."
Insula,"-39.6548  6.77505  9.33513","<img src='Right_Insula.axi.jpg'/>","<img src='Right_Insula.sag.jpg'/>","<img src='Right_Insula.cor.jpg'/>","https://en.wikipedia.org/wiki/Insula","Insula is the Latin word for \"island\" and may refer to:



Insula (Roman city), a block in a Roman city plan surrounded by four streets

Insula (building), a kind of apartment building in ancient Rome that provided housing for all but the elite

Ínsula Barataria, the governorship assigned to Sancho Panza as a prank in the novel Don Quixote

Insular cortex, a brain structure"
Lateral Dorsal Nucleus,"-11.5  19.5  16","<img src='Right_Lateral_Dorsal_Nucleus.axi.jpg'/>","<img src='Right_Lateral_Dorsal_Nucleus.sag.jpg'/>","<img src='Right_Lateral_Dorsal_Nucleus.cor.jpg'/>","https://en.wikipedia.org/wiki/Lateral_dorsal_nucleus_of_thalamus","Redirected from %s to %s

Lateral dorsal nucleusLateral dorsal nucleus of thalamusThe lateral dorsal nucleus is a nucleus of the thalamus.

It acts in concert with the anterior nuclei of thalamus.

It receives significant input from several subdivisions of visual cortex, and has a primary output to parietal cortex on the dorsolateral cortical convexity, giving it access to limbic forebrain nuclei important for emotion and behavior functions."
Lateral Geniculum Body,"-22.5  24.2857  -1","<img src='Right_Lateral_Geniculum_Body.axi.jpg'/>","<img src='Right_Lateral_Geniculum_Body.sag.jpg'/>","<img src='Right_Lateral_Geniculum_Body.cor.jpg'/>","","Create it on: https://en.wikipedia.org/wiki/Lateral_geniculum_body"
Lateral Globus Pallidus,"-20.0373  5.2617  0.230904","<img src='Right_Lateral_Globus_Pallidus.axi.jpg'/>","<img src='Right_Lateral_Globus_Pallidus.sag.jpg'/>","<img src='Right_Lateral_Globus_Pallidus.cor.jpg'/>","https://en.wikipedia.org/wiki/External_globus_pallidus","Redirected from %s to %s

Lateral globus pallidusExternal globus pallidusThe external globus pallidus (GPe) (or lateral globus pallidus) combines with the internal globus pallidus (GPi) to form the globus pallidus, an anatomical subset of the basal ganglia. Globus pallidus means \"pale globe\" in Latin, indicating its appearance.  The external globus pallidus is the segment of the globus pallidus that is relatively further (lateral) from the midline of the brain.

The GPe GABAergic neurons, allow for its inhibitory function and projects axons to the subthalamic nucleus (in the diencephalon), the striatum, internal globus pallidus (GPi) and substantia nigra pars reticulata.The GPe is particular in comparison to the other elements of the set by the fact that it does not work as an output base of the basal ganglia (not sending axons to the thalamus) but as the main regulator of the basal ganglia system.  It is sometimes used as a target for deep brain stimulation as a treatment for Parkinson's disease."
Lateral Posterior Nucleus,"-17.0746  19.9932  13.8102","<img src='Right_Lateral_Posterior_Nucleus.axi.jpg'/>","<img src='Right_Lateral_Posterior_Nucleus.sag.jpg'/>","<img src='Right_Lateral_Posterior_Nucleus.cor.jpg'/>","https://en.wikipedia.org/wiki/Lateral_posterior_nucleus_of_thalamus","Redirected from %s to %s

Lateral posterior nucleusLateral posterior nucleus of thalamusThe lateral posterior nucleus is a nucleus of the thalamus.

It acts in concert with the pulvinar."
Lentiform Nucleus,"-22.5081  1.2208  1.52521","<img src='Right_Lentiform_Nucleus.axi.jpg'/>","<img src='Right_Lentiform_Nucleus.sag.jpg'/>","<img src='Right_Lentiform_Nucleus.cor.jpg'/>","https://en.wikipedia.org/wiki/Lentiform_nucleus","The lentiform nucleus or lenticular nucleus comprises the putamen and the globus pallidus within the basal ganglia. With the caudate nucleus it forms the striatum. It is a large, lens-shaped mass of gray matter just lateral to the internal capsule."
Lingual Gyrus,"-14.6843  77.711  -2.78712","<img src='Right_Lingual_Gyrus.axi.jpg'/>","<img src='Right_Lingual_Gyrus.sag.jpg'/>","<img src='Right_Lingual_Gyrus.cor.jpg'/>","https://en.wikipedia.org/wiki/Lingual_gyrus","The lingual gyrus is a brain structure that is linked to processing vision, especially related to letters. It is thought to also play a role in analysis of logical conditions (i.e. logical order of events) and encoding visual memories. The lingual gyrus is named after the shape it most closely resembles—the tongue. It is believed that a hypermetabolism of the lingual gyrus is associated with visual snow. Contrary to the name, the region has little to do with speech."
Mammillary Body,"-9.17905  17.2973  -0.385132","<img src='Right_Mammillary_Body.axi.jpg'/>","<img src='Right_Mammillary_Body.sag.jpg'/>","<img src='Right_Mammillary_Body.cor.jpg'/>","https://en.wikipedia.org/wiki/Mammillary_body","The mammillary bodies are a pair of small round bodies, located on the undersurface of the brain that, as part of the diencephalon, form part of the limbic system.  They are located at the ends of the anterior arches of the fornix.  They consist of two groups of nuclei, the medial mammillary nuclei and the lateral mammillary nuclei.Neuroanatomists have often categorized the mammillary bodies as part of the hypothalamus."
Medial Dorsal Nucleus,"-6.31024  16.039  8.48586","<img src='Right_Medial_Dorsal_Nucleus.axi.jpg'/>","<img src='Right_Medial_Dorsal_Nucleus.sag.jpg'/>","<img src='Right_Medial_Dorsal_Nucleus.cor.jpg'/>","https://en.wikipedia.org/wiki/Medial_dorsal_nucleus","The medial dorsal nucleus (or dorsomedial nucleus of thalamus) is a large nucleus in the thalamus.

It is believed to play a role in memory."
Medial Frontal Gyrus,"-9.28473  -28.0363  24.2533","<img src='Right_Medial_Frontal_Gyrus.axi.jpg'/>","<img src='Right_Medial_Frontal_Gyrus.sag.jpg'/>","<img src='Right_Medial_Frontal_Gyrus.cor.jpg'/>","https://en.wikipedia.org/wiki/Medial_frontal_gyrus","The superior frontal gyrus is situated above the superior frontal sulcus and is continued on to the medial surface of the hemisphere, the medial frontal gyrus. The medial and superior frontal gyri are both regions of the frontal gyrus. The portion on the lateral surface of the hemisphere is usually more or less completely subdivided into an upper and a lower part by an antero-posterior sulcus, the paramedial sulcus, which, however, is frequently interrupted by bridging gyri.

There is some evidence that it plays a role in executive mechanisms."
